--- 分析日志 for: VAH25.csv ---
--- 协议: Temp: 20 deg C ---

清洗后发现 3904 个有效片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
--------------------------------------------------------------------------------------------------------------
1        | 0.00            | 4971.04    | 其他充电阶段                              | I= 1504.4mA, V=3.90V, P=  5.87W
2        | 4981.04         | 2345.65    | 恒压充电 (CV Charge)                    | I=  447.5mA, V=4.20V, P=  1.88W
3        | 7336.68         | 880.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
4        | 8226.76         | 3599.92    | RPT: C/5 容量测试放电                     | I= -595.2mA, V=4.06V, P= -2.42W
5        | 11826.68        | 30.00      | RPT: IR测量前静置                        | I=  -64.0mA, V=4.02V, P= -0.26W
6        | 11856.68        | 7200.00    | RPT: C/5 容量测试放电                     | I= -595.3mA, V=3.80V, P= -2.26W
7        | 19056.68        | 30.00      | RPT: IR测量前静置                        | I=  -63.9mA, V=3.64V, P= -0.23W
8        | 19086.68        | 7500.09    | RPT: C/5 容量测试放电                     | I= -595.3mA, V=3.29V, P= -1.96W

>>> RPT数据点记录: Capacity = 3027.02 mAh, Cycle Number = 1 <<<

9        | 26596.78        | 890.00     | 静置 (Rest)                           | I=    0.0mA, V=2.78V, P=  0.00W
10       | 27516.77        | 2987.05    | 恒流充电 (CC Charge)                    | I= 3004.1mA, V=3.81V, P= 11.45W
11       | 30533.82        | 2188.41    | 恒压充电 (CV Charge)                    | I=  884.2mA, V=4.20V, P=  3.71W
12       | 32752.23        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
13       | 33622.30        | 74.93      | 任务剖面: 起飞 (Take-off)                 | I=-14481.9mA, V=3.70V, P=-53.58W
14       | 33697.23        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4272.5mA, V=3.80V, P=-16.22W
15       | 34497.23        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16111.3mA, V=3.27V, P=-52.39W
